txn_id,user_id,txn_time,location_lat,location_long,device_id,txn_type,amount,is_fraud
8fc164e5-7946-44e8-bd22-ba29368ac119,user_1692,2025-06-20 03:58:38,-15.448968,-133.892696,device_3,credit,3945.98,0
bac73625-3918-48da-8f53-fad94a9a7519,user_1104,2025-06-19 14:49:29,88.854448,-2.553388,device_37,credit,1195.21,0
8df26370-78ab-406d-bb52-637676e086ff,user_720,2025-07-01 19:07:23,-14.3282455,41.773232,device_1,debit,1155.57,0
a04a7602-843e-4de3-84ad-125193afe4b0,user_1174,2025-07-09 11:40:09,-6.109213,157.435531,device_48,debit,2484.01,0
68056bae-170d-4a22-85fb-a203b6332cff,user_373,2025-07-17 07:07:59,49.090908,-59.226505,device_20,debit,7585.62,0
ea014ec5-7900-4fcc-9c79-b1d414f68d2d,user_100,2025-06-24 16:23:57,24.487809,-166.575653,device_89,credit,8067.66,0
fa1a90f0-dd59-42b4-bda8-33f60f68701a,user_798,2025-06-18 02:38:47,4.368261,174.767729,device_96,credit,1952.63,0
fe2abdc6-c633-43af-957d-9d242be474db,user_418,2025-07-10 18:27:53,-56.404442,-163.575703,device_45,debit,8535.0,0
03faef71-2c4c-476b-9fc2-8eee935ea94a,user_1172,2025-07-01 22:04:03,-30.0421675,94.605414,device_57,debit,8500.99,0
b902e86f-6fb1-4d2c-af7d-71f665bad448,user_1888,2025-06-23 06:07:27,48.517948,-154.331518,device_14,debit,8887.23,0
1e4ba6ca-10c2-4edd-930a-eb492a107a5e,user_1082,2025-07-09 10:28:04,-64.423817,95.197445,device_69,credit,270.32,0
9a5f756b-dded-4751-887d-4ff51a2494ca,user_847,2025-07-10 15:07:55,-28.842614,167.999918,device_51,credit,5569.28,0
ad652b96-b902-4f93-aca6-54cd96b67ce4,user_1276,2025-06-21 05:56:23,85.735316,-140.357172,device_39,credit,512.5,0
e4f855cc-ef0e-484e-8e38-bda3d721a411,user_1218,2025-07-12 16:55:18,-33.9695995,-149.257557,device_15,debit,9253.82,0
946c1f49-f7c2-4ab3-b462-d3f1de982e2f,user_836,2025-07-17 06:02:42,-45.6447895,-69.593468,device_3,credit,9299.2,0
3a7c2ea3-79dc-4c51-833f-d4873199e400,user_1605,2025-07-13 00:35:53,-39.284963,-21.112008,device_72,credit,7148.02,0
aeb45eb7-df70-4299-96d4-e06d532031e2,user_93,2025-06-24 09:56:55,-23.8789185,-79.313580,device_75,credit,458.79,0
51c2b2f3-37bd-4525-a622-1dd4ffaa9a97,user_1390,2025-06-18 22:20:55,-28.8130235,-59.283669,device_41,debit,8403.99,0
3c2e50f8-6fb4-4563-86c1-5ee05635562a,user_1552,2025-07-05 17:45:11,21.492601,-175.837247,device_66,debit,8871.3,0
15d03dc4-2023-445d-9d4a-4b1ccb255eb7,user_401,2025-07-14 19:50:13,-20.4128955,-96.715892,device_50,debit,2596.61,0
e30a7241-9836-48d6-b2ee-45e0c225184d,user_1419,2025-07-01 23:44:24,-33.0954165,-1.635474,device_8,credit,586.56,0
2f1b34f9-95ae-4e5b-9c65-01f9e41da42d,user_1941,2025-06-21 13:14:57,-39.230895,-6.285500,device_89,debit,622.98,0
abbcf4b7-0935-4652-b8dd-f25dd032cd49,user_112,2025-06-28 22:10:57,84.6565075,170.629363,device_31,debit,672.62,0
e52f5435-c299-48ea-a24f-f4bb583ad4cf,user_396,2025-06-18 23:30:21,66.970653,-150.328153,device_35,credit,6078.26,0
c76e755a-0ede-4c2b-8900-c399c0a8e9e2,user_1914,2025-06-26 20:11:26,-13.952818,-93.194174,device_56,credit,5037.19,0
1b74108b-a4c4-4999-9378-aa53ea3aeae1,user_332,2025-07-13 08:43:21,-18.652750,-56.709067,device_93,credit,3429.76,0
b5983eef-1c97-4a47-98b0-4cd63887b688,user_545,2025-07-16 10:23:29,-19.8518285,-123.593922,device_46,debit,2229.87,0
956ee23e-3f37-4107-93fa-388d74ab91ac,user_1403,2025-07-13 01:07:28,67.689817,78.735540,device_2,debit,9065.66,0
d884d0f2-ce25-4994-8929-508ce209884e,user_1886,2025-07-06 13:21:24,-43.5441095,-62.252230,device_56,credit,3635.14,0
2f23b39d-daf5-49e8-afe0-ab61db9ba5ff,user_15,2025-06-26 09:29:32,36.915765,-107.265560,device_14,debit,3397.93,0
df1bffac-bdc6-4e2c-b8a5-ba6c69f534c1,user_1398,2025-07-15 02:53:55,-13.659156,-178.962161,device_75,credit,7316.61,0
b6316ef1-c388-401c-80ae-ed3b5810842f,user_877,2025-07-02 06:41:52,73.6370205,49.235027,device_97,credit,6251.88,0
e171c00b-fe9b-454e-8bc7-f7d8172a9ab4,user_1372,2025-07-15 03:06:46,-82.4169355,41.568235,device_87,credit,8682.19,0
de778765-11a4-4bab-af7f-86822f319e9e,user_1648,2025-07-16 17:52:09,8.747228,138.423651,device_6,debit,3578.75,0
257ca59f-a99d-42ae-b809-0d70665d531f,user_1589,2025-07-02 14:36:09,-15.588129,-175.966767,device_9,credit,2701.33,0
f63fb649-eb29-415a-9ba8-c642d0140b41,user_23,2025-07-03 07:29:31,-34.9925145,-75.895509,device_29,debit,2870.5,0
8005f817-58ab-47bf-a583-d57fd834e387,user_71,2025-07-02 01:23:32,-23.7811485,-167.931217,device_40,credit,7272.85,0
4c0fb088-510f-412c-ae6e-93b59d83fe69,user_849,2025-07-08 12:06:56,40.8769335,146.474996,device_83,credit,1849.11,0
8efed518-86a8-4f99-92bf-59cb8ed72240,user_952,2025-07-05 05:40:19,19.8922045,97.919731,device_19,credit,9837.46,0
cac36a75-382d-4209-a637-dc58b7f9badb,user_1526,2025-07-06 20:32:15,-45.187915,-44.615116,device_83,debit,7910.53,0
86fd64fa-8be5-4ca3-bd2e-30354884747b,user_291,2025-07-04 15:17:49,-12.585077,163.704937,device_87,credit,9591.69,0
36347a8c-5174-4bd4-a809-074bcffdf801,user_230,2025-06-29 19:02:04,-47.2599795,-157.257719,device_21,credit,5920.2,0
52031796-96f2-4913-b363-6eca1dbfa87b,user_1350,2025-07-05 09:18:35,53.7449825,7.602676,device_33,debit,4163.39,0
31aa4c15-304a-4c3b-8dda-66d7c5a0d4d1,user_949,2025-07-03 16:30:40,78.4283715,143.377601,device_65,credit,3233.96,0
2778ad72-4771-48d6-b46f-0a468e9442b9,user_1641,2025-06-20 08:37:41,65.9852175,-109.711114,device_22,credit,5590.15,0
dfa06b00-eb1f-4e75-9efd-1a2245b9c727,user_444,2025-07-15 23:51:51,46.1818475,33.442408,device_53,debit,5931.74,0
233eb9b5-ead7-4ab7-b9bc-bb2a37ddef96,user_1282,2025-06-26 16:44:52,33.495826,-90.136561,device_77,credit,3394.15,0
92240956-8650-42b1-9b93-9f259cb0ba6c,user_1765,2025-06-29 10:48:07,-37.6765415,-151.971996,device_20,credit,6541.54,0
60fe9c47-9a4b-4e3a-b14b-ae201309c261,user_1894,2025-07-08 17:11:08,-71.5801245,49.195572,device_90,debit,4652.44,0
cc1a5c69-b451-4f39-9e42-812be4ac9d29,user_1437,2025-07-12 05:33:19,-73.200890,64.082153,device_18,debit,9369.08,0
c0666ff0-89a1-4a14-be63-296e21a80194,user_1445,2025-07-05 11:59:11,-27.3091345,-132.260637,device_53,credit,2244.28,0
25f014cc-094e-44fe-8081-686c3de918a9,user_1327,2025-06-19 00:22:09,53.118705,54.948615,device_62,debit,3281.34,0
0e2a7f7f-42a3-4f20-bca0-37e9139eb95e,user_1615,2025-06-30 04:18:09,-74.0295555,-163.239503,device_26,credit,9313.79,0
40a39c60-e5b4-49cd-b1e5-cc60b3b4c245,user_1436,2025-07-01 03:09:26,-85.244783,-109.073088,device_45,credit,5272.07,0
3991eccf-fe7a-4c28-a2cb-729e0af78a8a,user_1215,2025-06-23 11:58:20,-33.4327405,109.271772,device_46,debit,1809.8,0
29ae297c-2e6a-48f5-9dd0-4971cc695cc8,user_1826,2025-07-01 17:29:29,54.283513,-116.530071,device_23,credit,1859.93,0
f9c20f78-1b0c-4c39-92e6-6827ccc1520f,user_995,2025-06-24 09:31:29,-41.097776,-107.508349,device_9,credit,1875.6,0
9294ef36-2315-49bd-86df-06dacc59e2f7,user_300,2025-07-11 06:21:18,-68.527878,20.053024,device_70,credit,6486.88,0
82039916-2906-456c-8de2-5a8ec8410a3b,user_674,2025-07-14 13:13:22,-11.1827485,8.039234,device_54,debit,6699.35,0
e3eec81a-88d4-4948-9ece-078f0235c605,user_630,2025-07-01 05:46:32,67.691629,-21.568570,device_22,credit,3990.2,0
76e26bb4-e92b-4fdb-9ced-e12caf1e36b8,user_526,2025-06-28 10:35:09,12.0371705,-76.443985,device_15,credit,4881.59,0
987ec162-db91-4029-a650-473461140a24,user_1897,2025-07-10 06:52:24,-78.8819235,113.484307,device_54,credit,8479.26,0
3bf8d4e3-eb58-4698-ab80-4423893f5a8e,user_98,2025-07-13 23:32:01,78.6038915,161.993491,device_51,debit,5993.61,0
bbf1f486-d730-4cc2-829e-1c266af00b32,user_1144,2025-07-13 14:11:49,-88.6635895,47.654363,device_16,credit,2651.0,0
241a84f2-88b8-41a9-b7c3-e0da22d03279,user_831,2025-07-10 07:34:58,-25.3825505,-131.470883,device_43,debit,3426.37,0
eb090bf9-8094-4231-bc31-2a2f209f0a0f,user_5,2025-07-04 20:11:39,29.454438,-85.321923,device_51,debit,2384.71,0
36f3fce3-8a08-4aa9-a75e-645aec6bf5c1,user_1868,2025-07-07 04:18:18,-72.5137635,28.310822,device_25,debit,9486.2,0
e7f2ee6e-0303-415c-bb08-5fe9ac6db63c,user_317,2025-07-10 20:15:43,-25.9562025,-28.005138,device_32,debit,2074.52,0
07267697-734f-4404-9dd2-8dec28a5b695,user_1023,2025-07-01 23:10:03,-77.4438885,-112.400158,device_56,credit,7102.58,0
de9a7e1d-f6a1-4edd-9259-9d2d4a550d1a,user_1593,2025-07-14 04:39:31,-82.280624,-176.150762,device_8,credit,1072.02,0
f5acb815-d768-4ba7-9fd5-5ddf8aab68b1,user_376,2025-06-18 05:50:54,14.226808,-120.275082,device_49,credit,7943.77,0
472f987a-3e9f-4a96-bd8b-e7581fd1ed26,user_790,2025-07-13 16:40:54,54.929596,19.415698,device_25,credit,6044.93,0
ab00ea9f-053b-4cce-9d50-bd4dc02314f1,user_1400,2025-06-24 11:39:45,-4.3119545,92.528063,device_84,credit,3919.01,0
a0b552eb-e52d-4484-b448-414eb32c1423,user_1997,2025-06-24 08:45:10,33.4397615,115.657039,device_75,debit,3297.03,0
9141973f-8acc-4ec0-a249-62ba7f937977,user_872,2025-06-22 05:18:08,12.6183325,144.771908,device_9,debit,3005.83,0
e2bf2663-8da4-438e-b5a2-4f7fd770d7f6,user_702,2025-07-06 09:59:41,23.7800565,-159.158152,device_83,credit,5355.96,0
fb59d5cd-10d9-4bc9-9657-548a4df1becf,user_1122,2025-07-11 14:56:13,-11.211252,-27.742956,device_42,credit,3303.23,0
5bf7069d-e82b-428a-a5df-8de89449dcaf,user_47,2025-07-04 23:18:34,75.344354,86.335402,device_44,debit,7033.99,0
0c66297c-d133-429d-8da5-ebad158985c0,user_1627,2025-06-23 16:07:08,-23.016271,8.677645,device_52,credit,651.14,0
aac24fce-d8f9-414c-b259-89bb25f10791,user_1228,2025-06-19 17:36:37,55.100895,-62.140058,device_85,credit,1863.98,0
90739c04-9ce5-4d9c-b417-e16b74e21900,user_646,2025-07-16 11:18:36,73.2263175,-70.963874,device_38,credit,4319.37,0
f0562bc1-99ed-4a50-9dc7-9d7a84982ce7,user_1818,2025-07-16 06:21:26,3.1028495,124.316448,device_29,credit,7801.75,0
db726e7f-a418-4ee9-b99e-ce2bdf8b37b4,user_50,2025-07-16 16:33:06,-18.202346,171.032497,device_43,credit,1303.83,0
7569b007-bdaa-4bed-9b23-3421da55abad,user_903,2025-07-15 08:24:27,-52.2784215,147.230118,device_52,debit,7581.34,0
ebc6b977-96d1-4932-a45d-6fa4136309a0,user_866,2025-07-15 09:43:51,-42.8352025,-13.092373,device_75,credit,4786.6,0
b0064496-0590-41f6-b50a-cd3295b0c091,user_953,2025-07-08 04:29:55,10.3270535,-19.873040,device_93,credit,4419.32,0
8a95fe7f-cf5f-4e8a-8de7-378334d89551,user_1369,2025-07-07 23:39:15,-85.9877765,107.375996,device_97,debit,1226.68,1
0091ba10-4304-4530-a919-12cfb446450a,user_639,2025-06-22 11:50:59,28.3147455,-0.263628,device_95,credit,9816.43,1
e0a9bb0c-f481-4e5d-997f-bff1e4093c0b,user_135,2025-07-08 16:32:27,87.1287755,108.365394,device_68,debit,5267.32,0
fffa7f5b-4853-406d-8436-9f4ca632b427,user_1493,2025-07-16 05:01:17,-75.061306,-12.065210,device_24,debit,3636.89,0
d916e97b-0664-47c5-80db-7ba28bfcd07e,user_1122,2025-06-18 14:08:04,77.106344,-13.860029,device_55,debit,5252.97,0
5a99f055-36a7-47f8-aeea-7609326b574f,user_1197,2025-07-06 08:34:45,49.549466,111.357007,device_18,debit,9301.12,0
cb78c277-994a-4deb-b252-32cbb44b16e1,user_1404,2025-06-27 16:20:25,-46.572471,-1.530165,device_69,credit,9519.41,0
d80ad459-c39e-4e9c-86ae-daf640da43d8,user_1506,2025-07-10 21:38:02,-12.5454205,140.143484,device_66,debit,7745.72,0
cac65e9c-7317-4d9b-8646-36dcffcd74ad,user_1146,2025-07-02 04:10:16,81.028044,41.702475,device_45,credit,6891.95,0
25d5c7ed-2e07-4c2e-9424-775c7b7a0cb5,user_175,2025-06-19 14:44:03,74.571512,92.488247,device_19,credit,85.04,0
ec55c78a-255f-4dce-8ee7-190a10b1882f,user_1149,2025-07-12 14:01:39,-81.541215,-150.623951,device_43,debit,398.28,0
2426be6e-1e2f-44f5-b3b1-70cf35b92c5e,user_1322,2025-07-12 05:22:32,39.8284815,-44.781987,device_53,credit,7994.35,0
c122e1cb-72b4-4f30-8e2d-1c0a2cfc9ed1,user_1732,2025-06-24 09:12:36,34.9865975,47.518763,device_37,credit,9732.39,0
38b7f011-2c8f-4bea-9756-737b7f4d88de,user_1027,2025-06-23 16:35:45,-84.361275,-178.302110,device_12,credit,5778.12,0
bed682cf-25d2-42ae-8e44-c9f709f92947,user_1270,2025-07-12 05:28:46,54.582819,-96.912023,device_64,credit,8215.27,0
27620051-dc5a-4627-8913-e3e708bf94ac,user_1644,2025-06-27 11:28:26,26.1486185,58.643507,device_42,credit,382.67,0
e62a37f9-5998-40d0-bc1d-da49e35d6705,user_248,2025-07-04 16:46:04,55.6368795,-141.799842,device_81,credit,6405.83,0
b08ae636-e93a-4e4f-9d01-1d8734a92c1d,user_1444,2025-07-11 17:38:50,-47.6389155,-39.704165,device_20,debit,8533.32,0
9d383f2d-5bf9-47a0-8b5b-a969a9ed4e35,user_1245,2025-06-23 00:12:03,89.352981,-28.227056,device_34,debit,9379.12,0
f21fe9e8-defa-4265-87dd-44af63208721,user_412,2025-06-28 01:01:04,19.5268175,-164.599760,device_93,credit,797.01,0
fa08361a-7955-424f-ad64-bc99a1e9af55,user_1684,2025-06-24 12:08:06,49.049915,115.050136,device_39,credit,4731.79,0
809b59ee-e47c-4177-b35c-3e76005002c4,user_798,2025-06-18 15:16:00,-56.644480,149.872209,device_24,debit,3300.18,0
0506e718-6d35-434f-bd9e-1e5460a01116,user_194,2025-07-16 05:39:34,51.794178,-90.388741,device_95,debit,4692.79,0
0e58c331-af5b-41be-a56d-acd9f5da61a1,user_85,2025-07-09 14:27:31,27.0763835,-134.470079,device_12,credit,8879.21,0
35bfd4a8-c159-4fbe-b0e0-e764f66738f3,user_263,2025-07-17 12:09:02,2.8736315,155.645549,device_27,debit,3686.14,0
b04d12a2-f258-4592-92e4-349de41a4f5a,user_76,2025-06-28 22:12:38,-50.413497,-42.887908,device_11,credit,6230.16,0
a02d5779-5721-4152-b4b9-3d0602104fbe,user_1969,2025-07-02 18:15:10,31.197203,114.420441,device_4,credit,5558.37,0
28509ceb-fc67-4b17-b919-e34a0740a9a5,user_1839,2025-06-30 08:23:11,70.9960495,-116.861006,device_34,credit,3256.02,0
735fbc02-0c55-41bb-bafe-89cc1a2e6f6e,user_824,2025-07-05 13:17:38,-87.921445,78.582836,device_99,debit,1967.49,0
f322c6ab-0d12-4bd5-aeac-6bbaaba4a3fa,user_1040,2025-06-18 23:47:30,-60.666288,17.815168,device_58,credit,8225.71,0
ff39726e-467d-498c-8fce-11de8cf412a5,user_1543,2025-07-08 08:40:42,30.4920685,-140.878976,device_3,credit,2189.25,0
fab6b0c4-98c1-4b3a-9121-83d94b5e1eb8,user_1816,2025-06-28 07:11:14,50.7581195,-2.778346,device_84,credit,3027.45,0
5d65c019-a596-424f-88b9-4b380d186881,user_717,2025-06-25 23:26:44,-68.8609805,47.207077,device_18,credit,2605.97,0
733f3cb9-7b57-48fd-99c2-6914a86d574b,user_479,2025-06-18 02:36:22,-7.2113395,-67.249719,device_10,debit,9149.78,0
d94a9f66-33b3-4ee9-9991-b12a54a0ccb8,user_1929,2025-06-18 16:53:03,61.6881065,9.881919,device_42,debit,8809.33,0
8244607b-6595-421d-a532-5a65d481734e,user_466,2025-06-30 08:19:44,-51.862631,126.294275,device_75,credit,7843.43,0
9867c86c-ffc3-4407-a591-ecf83251c556,user_989,2025-07-05 06:01:09,78.271914,38.485384,device_72,debit,6636.27,0
bd2669a5-9b38-434e-88c8-599c44fa936a,user_1214,2025-06-25 12:45:05,-18.6685215,11.041813,device_23,credit,3347.66,0
ab27c435-ec38-4322-9fee-1c5e18414a30,user_284,2025-07-13 19:23:37,-84.7743775,116.427828,device_90,credit,881.47,0
973699b9-75a8-4801-b8e4-366e65df0419,user_1435,2025-07-01 08:20:01,-46.3622045,122.068545,device_24,debit,3560.37,0
3a99cebe-c696-4ba4-a2e4-43fec9b776df,user_1405,2025-07-10 05:45:25,23.121987,17.482867,device_76,debit,9500.4,0
7096cd63-566f-4f33-a57a-89fd97a2dcb1,user_783,2025-06-24 01:17:31,78.785931,82.042594,device_69,debit,9547.54,0
df9b0fd6-b730-45dd-b704-ed350b1b24d8,user_973,2025-07-13 13:36:09,-45.000237,49.174210,device_84,credit,9852.77,0
9ceca056-1621-4a65-87a6-aa0500a85fbb,user_1229,2025-06-30 02:32:22,-47.489701,84.093149,device_31,credit,4107.5,0
13b63513-6228-4e3f-ba70-63f009bef84c,user_701,2025-06-17 19:51:31,58.084154,39.341466,device_19,debit,8820.08,0
8cd106cf-61d5-4df1-832b-07e3d91da98a,user_1249,2025-07-07 18:45:14,80.575299,-102.917347,device_88,debit,6325.12,0
089dc0a6-fe50-47b7-b69f-f1bb33ce9e05,user_1904,2025-07-01 13:01:16,17.259794,25.872435,device_89,debit,1412.28,0
6294d2de-f1ea-4965-ba29-2e2b1c0b944f,user_987,2025-07-11 10:52:30,-33.178816,-123.243368,device_59,debit,5739.37,0
c99d30cd-e307-49d3-81e6-4d4386437b37,user_722,2025-06-21 21:01:50,14.2053235,114.463999,device_88,credit,2261.09,0
9972e6fa-4c7a-4677-a323-995ed009f895,user_794,2025-06-30 12:34:48,-40.641911,-179.069423,device_95,credit,8410.12,0
eba18b86-0a5e-4042-acd1-7cf494178d15,user_1366,2025-07-12 11:44:39,64.457449,82.971694,device_25,debit,3578.83,0
d6f3e854-656f-4fae-8495-fab86b531173,user_332,2025-07-04 10:21:43,76.795840,150.072391,device_68,credit,7459.87,0
70ffb1fd-a27b-4d3e-bf5a-44916baaff61,user_1322,2025-06-21 03:02:02,-15.027623,154.286565,device_89,credit,6358.48,0
3f27b22c-c9b0-4b30-a54e-891d0bc8f2bb,user_448,2025-06-20 19:16:17,72.525966,-153.290910,device_7,debit,9364.79,0
e1d14aa1-ed75-4a07-b776-833cf0fc58dc,user_1834,2025-06-18 18:18:22,38.4986865,-173.409045,device_58,debit,3962.48,0
57e61c27-f121-4b62-b5e5-ce5e9796b329,user_1985,2025-07-14 01:14:46,-25.471755,-88.136346,device_79,credit,1300.27,0
d3087439-8595-4978-8cb3-659651b6b394,user_1713,2025-06-17 21:49:55,69.9395345,-10.278585,device_86,credit,9264.0,0
77bddb79-402d-4a24-97fe-54c060e63403,user_1042,2025-07-05 03:11:21,61.1713455,40.522919,device_60,debit,5844.33,0
4f001d03-fcca-4c28-9fb2-285c3f5a6f5d,user_1248,2025-06-20 06:57:21,-15.5345505,24.920582,device_56,credit,6463.2,0
828e452f-2cb1-4b1f-be75-eeedbcb4242e,user_753,2025-06-18 07:01:54,-81.1361565,-64.274017,device_88,debit,8217.19,0
04d54ab1-8b09-487b-8845-5eedc814a19e,user_1708,2025-07-09 11:54:57,-50.656571,-153.098197,device_86,debit,196.35,0
3e70aa85-b12a-4323-b363-d264dae48b88,user_297,2025-07-07 20:53:25,-24.165424,124.287698,device_12,credit,6685.39,0
a3322c46-cd27-48bc-b83d-c3de67d5f1d0,user_1085,2025-07-06 00:35:51,-66.662549,-82.256667,device_49,credit,5190.08,0
45d293ae-ddf8-4753-b1be-cdbb8a16e5a8,user_1305,2025-07-12 21:32:30,-0.8346785,-27.796308,device_21,credit,9044.16,0
32b7c091-3bad-402b-8d6e-b19193cacf65,user_1981,2025-06-24 10:37:57,-17.407155,4.813581,device_61,debit,1182.15,0
c3894f7f-1a82-46a4-abf4-9de578466226,user_1863,2025-06-30 06:21:54,28.535232,39.924580,device_15,credit,6235.39,0
52503e8b-f3b4-4342-be88-e927284cb367,user_1239,2025-07-14 09:18:14,81.1863155,74.243013,device_17,debit,3856.65,0
98439774-8b86-4c7c-b3ba-7386d0c0b64d,user_1466,2025-06-26 08:09:27,-68.197114,113.048322,device_87,debit,1506.13,0
30a260da-f455-4a56-abfc-d5498808e3ee,user_1470,2025-06-21 07:34:48,-9.239252,48.806523,device_29,debit,6429.76,0
cdb8b154-0c10-42cd-b4a5-ceaa2e2a1eb5,user_295,2025-06-19 04:34:33,-4.968308,162.338849,device_79,credit,3563.68,0
d1cdd5ff-7114-47d7-8fd5-169b6f8f5574,user_1824,2025-07-10 01:52:29,-25.346374,148.144668,device_8,debit,1055.2,0
d503c41d-0e03-4795-9394-bf4a66341c96,user_1609,2025-06-28 10:28:47,-20.802626,-168.787876,device_73,credit,7948.01,0
df8f6a25-49e5-4b72-b4d6-7a487ce646af,user_1922,2025-07-12 11:18:11,-44.670278,87.746881,device_11,credit,2496.75,0
516fd4f7-4125-4270-9b84-04ef4b1c0978,user_1006,2025-07-03 03:01:38,20.9604655,75.490033,device_56,credit,5571.25,0
ee31a928-89f7-49c6-a173-ce5f9de36e3a,user_349,2025-07-03 17:06:52,60.6037535,115.421484,device_85,debit,1024.52,0
7780b920-f7e9-4eb0-af17-ea3187d788a7,user_760,2025-07-06 08:27:57,-44.0163475,151.356261,device_33,debit,8643.14,0
58b80506-b5a6-4654-a76a-e5ea725d529f,user_1488,2025-06-24 17:32:41,89.509974,119.412693,device_54,credit,5532.21,0
055a2c89-0272-4d8a-878a-3f2920f3ac00,user_323,2025-06-29 01:54:09,81.078274,161.328750,device_32,credit,4247.61,0
d528c2df-244f-4e4b-b37e-5defdcb3749a,user_1220,2025-07-02 11:30:19,-77.1236645,-85.165649,device_25,debit,6073.12,1
