txn_id,user_id,txn_time,location_lat,location_long,device_id,txn_type,amount,is_fraud,login_time,login_lat,login_long,login_device,haversine_km,new_device,login_txn_gap_min,time_dev_z
21416a8a-31fa-42f0-9a6f-4e1ae726c9ff,user_100,2025-07-16 13:19:01,75.474755,11.350611,device_63,debit,6324.29,0,2025-07-14 10:09:10,-30.877956,40.427397,device_18,12006.786093588706,1,3069.85,0.3512741977865923
3b06a1b8-de3d-4202-96e1-f00320c80218,user_1000,2025-06-27 12:46:28,69.596967,-159.032323,device_28,credit,3103.68,0,2025-06-27 12:36:54,-77.781755,4.12405,device_37,18972.848226705748,1,9.566666666666666,-1.217552614799269
204c8c47-b027-482b-bed4-5cf415155f2d,user_1000,2025-06-30 10:34:15,46.161786,156.994479,device_5,credit,1923.81,0,2025-06-27 12:36:54,-77.781755,4.12405,device_37,16307.76488494384,1,4197.35,-0.08425314170726225
13193bb3-4076-45ad-ac7b-8984a060a5d7,user_1000,2025-07-07 15:36:02,-45.726702,-155.647863,device_57,credit,8125.3,0,2025-07-03 03:37:53,32.2108515,-142.409677,device_21,8768.343329879759,1,6478.15,0.5329777970697951
b733b517-66e0-4018-83b7-32928a10a4f5,user_1000,2025-07-10 07:31:37,81.093987,3.310088,device_90,debit,4397.09,0,2025-07-10 01:07:41,-86.2524145,136.617662,device_86,19248.604931387974,1,383.93333333333334,-1.1162413691339304
d56b4ae8-6873-45eb-b386-2aeb6cc4bcd5,user_1000,2025-07-14 18:40:03,-77.38793,134.137757,device_10,debit,6453.75,0,2025-07-10 01:07:41,-86.2524145,136.617662,device_86,986.2381462470792,1,6812.366666666667,0.6234236348993312
0e17220a-a380-4bfe-b1b5-e9aca269c88d,user_1000,2025-07-16 09:58:25,-88.693932,4.762371,device_31,debit,129.88,0,2025-07-10 01:07:41,-86.2524145,136.617662,device_86,524.8673954643872,1,9170.733333333334,1.2616456936713352
2f444e18-2941-4f38-ba84-b6e92a61521a,user_1001,2025-06-29 20:15:40,31.3509665,-174.059807,device_97,debit,7267.03,0,2025-06-27 04:14:28,-84.150704,97.346039,device_65,13457.535337180856,1,3841.2,-0.9557786551580459
9cc85ff7-5d35-4db6-b1f3-698c88bc5719,user_1001,2025-06-30 15:23:07,-8.683839,-40.231606,device_97,credit,3155.01,1,2025-06-27 04:14:28,-84.150704,97.346039,device_65,9523.982328838929,1,4988.65,-0.6283423861397032
61bb3e71-80c4-4a40-bbea-e616c0656cd8,user_1001,2025-07-02 23:02:43,76.301794,-9.959502,device_62,credit,5245.75,0,2025-06-27 04:14:28,-84.150704,97.346039,device_65,18550.052601082825,1,8328.25,0.32464568655510545
14a447ed-580e-49d7-bca4-aa9d5feb2ad8,user_1001,2025-07-13 11:00:30,28.7240515,36.62553,device_9,debit,595.75,0,2025-07-05 09:36:17,48.8944255,65.069313,device_65,3296.799862042855,1,11604.216666666667,1.2594753547426438
4158ce22-a795-47b0-9d5a-aae0bc300d3f,user_1002,2025-06-21 19:44:30,54.0766545,13.169159,device_24,debit,4748.22,0,2025-06-19 05:32:43,-72.3444935,-72.553568,device_63,15491.924461353849,1,3731.7833333333333,-1.2352849128291523
6b665b5e-95e1-4a96-811b-9e37c00e4164,user_1002,2025-06-24 00:46:47,-38.0338215,174.242501,device_38,credit,5418.04,0,2025-06-19 05:32:43,-72.3444935,-72.553568,device_63,6723.2028177412685,1,6914.066666666667,-0.15257123646195278
0e26b73c-99bd-451d-8864-c188831168a4,user_1002,2025-06-24 16:51:07,-3.909529,-135.587249,device_15,debit,6943.04,0,2025-06-19 05:32:43,-72.3444935,-72.553568,device_63,8710.494231783614,1,7878.4,0.17552553532458492
5ecd0a67-3ea4-4fb1-9bf3-2af6e48ea12b,user_1002,2025-07-01 04:33:53,-3.944491,15.615571,device_47,debit,4728.09,0,2025-06-26 17:07:39,-38.7336735,112.755785,device_76,10349.757573613644,1,6446.233333333334,-0.31174296795258727
38b802b0-d326-4fc7-8fca-726a703d8260,user_1002,2025-07-04 22:29:40,-13.151799,99.550882,device_11,credit,5351.74,0,2025-06-26 17:07:39,-38.7336735,112.755785,device_76,3127.85009815245,1,11842.016666666666,1.5240735819191074
2dc95d8f-2b27-43b0-ad0a-9ebe72139bdf,user_1003,2025-07-03 00:48:54,-47.3038415,97.421308,device_55,debit,2987.89,0,2025-07-01 10:44:11,79.627759,63.670473,device_37,14279.786956989754,1,2284.7166666666667,-0.3505443157926518
daeaa937-86f4-4fb4-a00b-b02a48218205,user_1003,2025-07-05 03:12:43,72.694492,72.774133,device_4,credit,3848.23,0,2025-07-01 10:44:11,79.627759,63.670473,device_37,805.7665488649498,1,5308.533333333334,1.2177466779672426
7b410371-58de-4a0e-94ed-aa8994588e5b,user_1003,2025-07-05 06:08:49,-58.374848,-143.148619,device_51,credit,7361.08,0,2025-07-01 10:44:11,79.627759,63.670473,device_37,17479.373184500073,1,5484.633333333333,1.309080272045736
3d283bfe-0af0-4f14-91c9-fe86dba3c809,user_1003,2025-07-12 15:01:49,88.5502165,-132.103303,device_76,credit,8330.17,1,2025-07-11 04:56:50,88.3159465,40.900879,device_97,347.82106226274794,1,2044.9833333333333,-0.4748810957685229
482221a3-dc67-48ff-89ef-c8f4f0936473,user_1003,2025-07-16 00:58:45,58.034575,104.296489,device_59,credit,2670.37,0,2025-07-15 04:57:26,-69.5050895,-63.565923,device_18,18613.062017025095,1,1201.3166666666666,-0.912445598158581
19ff45dd-703e-419d-8d5c-5cfd40298e0e,user_1003,2025-07-16 04:56:51,-76.704378,-59.390202,device_60,credit,9854.35,0,2025-07-15 04:57:26,-69.5050895,-63.565923,device_18,811.3183057927289,1,1439.4166666666667,-0.7889559402932239
a997ab22-8766-4d3f-9785-87e44671c29e,user_1004,2025-07-02 07:38:31,-28.884272,-45.730395,device_26,credit,8886.33,0,2025-06-24 17:26:14,75.312494,99.907313,device_78,14519.921061964242,1,10932.283333333333,1.4582486941334396
e6292f3d-61fe-41d1-88ab-e9f76fdc2ac3,user_1004,2025-07-06 21:24:20,-40.214343,-19.082186,device_80,debit,669.6,0,2025-07-04 01:46:07,53.421683,174.930214,device_50,18207.225806750484,1,4058.2166666666667,-0.15549937996926952
d32ef4da-b5a4-493a-955b-5ac6db9b78ce,user_1004,2025-07-09 10:25:43,52.4476825,-67.01577,device_73,debit,2204.36,0,2025-07-08 03:22:25,53.6963365,170.690704,device_92,7061.4430024530875,1,1863.3,-0.670775520776158
5597cc1b-1a14-46f2-bc0f-6bd045231cbf,user_1004,2025-07-09 13:11:00,-58.6858725,-3.404758,device_85,debit,9693.84,0,2025-07-08 03:22:25,53.6963365,170.690704,device_92,19351.35030777085,1,2028.5833333333333,-0.6319737933880119
e0c42bdd-7a69-4475-97bd-f5074a03d7e7,user_1005,2025-06-21 12:28:12,41.3892045,49.287637,device_10,credit,5584.38,0,2025-06-20 21:34:21,-23.5517495,136.484916,device_16,11489.777032582995,1,893.85,
a8622983-7e54-4657-baec-c85661e2cdb6,user_1006,2025-06-23 18:51:56,35.63602,69.787355,device_70,credit,265.83,0,2025-06-23 04:06:29,81.81706,135.213119,device_31,5707.830369074045,1,885.45,-1.0384395919101528
caa09e01-d5d0-41e6-92cb-0589fccd7c85,user_1006,2025-07-02 20:49:17,-58.455226,-14.382062,device_60,debit,7818.01,1,2025-06-29 16:36:18,-75.4942865,169.576259,device_37,5117.8137988430035,1,4572.983333333334,-0.2055844370098473
516fd4f7-4125-4270-9b84-04ef4b1c0978,user_1006,2025-07-03 03:01:38,20.9604655,75.490033,device_56,credit,5571.25,0,2025-06-29 16:36:18,-75.4942865,169.576259,device_37,12374.193455403047,1,4945.333333333333,-0.12148658923614267
d6d8de99-3546-4e76-9a2f-cc95b3a544cd,user_1006,2025-07-07 16:45:26,-78.521671,-147.232002,device_51,debit,1907.43,0,2025-06-29 16:36:18,-75.4942865,169.576259,device_37,1101.175421526409,1,11529.133333333333,1.3655106181561423
ccaaa84d-0181-4242-8f17-39148e41a29a,user_1007,2025-06-26 10:14:24,-59.0035765,144.232626,device_48,credit,5389.13,0,2025-06-26 00:29:58,57.937191,-96.87537,device_99,16584.984382877774,1,584.4333333333333,-1.1076277104783636
fc2e298b-ac3b-46ad-a8b2-b8e8d9314d03,user_1007,2025-06-29 02:02:27,-84.5983735,39.630947,device_65,credit,896.92,0,2025-06-26 00:29:58,57.937191,-96.87537,device_99,16861.267589757437,1,4412.483333333334,0.35668588936623924
6af1b633-28ee-48b0-8dad-6d61f30f11d2,user_1007,2025-07-01 16:16:10,68.580467,155.569557,device_53,debit,5100.14,0,2025-06-26 00:29:58,57.937191,-96.87537,device_99,4789.72510984276,1,8146.2,1.7849149075259956
a40e57d0-4555-461a-82ee-7e8048fe71e0,user_1007,2025-07-03 21:36:57,46.3078575,89.757263,device_71,debit,1514.74,1,2025-07-02 06:05:33,-47.765953,-58.541126,device_84,17624.06187256998,1,2371.4,-0.42407352689429934
340c7afb-9b43-4566-884e-2db656e2e27d,user_1007,2025-07-11 10:58:39,-87.888072,-23.939314,device_53,credit,2338.05,0,2025-07-09 04:48:31,-53.776267,-13.635026,device_44,3797.047908831825,1,3250.133333333333,-0.08793863559539254
dfe9d554-1830-4858-b133-085fb743e752,user_1007,2025-07-14 04:43:32,57.8788975,-25.201315,device_89,credit,2480.65,0,2025-07-12 17:28:02,-82.05088,-38.550192,device_39,15579.179815860922,1,2115.5,-0.5219609239241798
8be714b5-7339-4f8a-a3ed-213658cb82a8,user_1008,2025-06-27 22:02:20,-26.6935665,137.665691,device_16,debit,9908.43,0,2025-06-25 20:24:50,83.356154,66.291086,device_50,12721.290129049312,1,2977.5,-0.6847918165612062
102708cf-27e0-4af9-886f-90ad6dde089c,user_1008,2025-06-28 00:13:53,-84.6379745,-148.825907,device_46,debit,8534.98,0,2025-06-25 20:24:50,83.356154,66.291086,device_50,19590.659198552705,1,3109.05,-0.6370506685952155
62e37006-6f72-41ca-b448-9342200149ea,user_1008,2025-06-30 06:55:33,25.5418965,141.296359,device_85,credit,9270.92,0,2025-06-25 20:24:50,83.356154,66.291086,device_50,6996.025406315162,1,6390.716666666666,0.5539073998836346
2c36f2a5-bf06-4939-ac55-827743f7d9e6,user_1008,2025-07-02 22:06:09,-20.453671,67.592015,device_20,credit,1511.54,0,2025-06-25 20:24:50,83.356154,66.291086,device_50,11543.309193145795,1,10181.316666666668,1.9295637699321662
8f023086-5a20-4a2e-a1d4-3046e89d2d94,user_1008,2025-07-06 10:11:59,-46.6633555,129.649576,device_36,credit,6543.68,0,2025-07-03 09:43:38,-63.307261,-18.896387,device_96,7476.984417440924,1,4348.35,-0.18729312641161797
81b98b22-f3b4-45db-aa59-d222e5124957,user_1008,2025-07-11 14:31:38,36.3962595,-165.390267,device_70,debit,6862.22,0,2025-07-10 04:40:25,11.9306155,-40.053688,device_26,12169.27202009265,1,2031.2166666666667,-1.028209928567421
d273fb2e-f9a6-4af3-a82a-7b6c517a7bc7,user_1008,2025-07-15 10:33:39,-39.8263005,-156.357476,device_89,debit,3434.35,0,2025-07-11 23:00:46,45.996669,133.13661,device_2,11833.140154200504,1,5012.883333333333,0.05387437031966027
76693e38-4426-457f-8b95-e34835247b48,user_1009,2025-07-05 21:27:20,85.4175035,-136.021861,device_53,credit,9505.88,0,2025-06-30 01:57:30,-41.3834365,-137.563391,device_63,14099.793839580045,1,8369.833333333334,0.7071067795438551
21471b6c-809b-45dc-970b-e03bf3667d51,user_1009,2025-07-12 11:17:28,-41.2280015,-165.394957,device_65,credit,1173.37,0,2025-07-10 21:15:12,35.009332,145.538366,device_79,9845.136200003408,1,2282.266666666667,-0.707106779543855
c1225413-66c3-4702-99c1-6b036d3b5208,user_101,2025-06-28 06:32:48,-20.814427,-25.191443,device_27,debit,5234.83,0,2025-06-27 03:56:43,-41.417944,86.702517,device_24,10175.159945889973,1,1596.0833333333333,-0.500448002959921
615cc162-a4d4-43a0-a5e5-de2fa95966a9,user_101,2025-06-29 13:01:18,-24.786554,-128.047317,device_39,credit,2195.36,0,2025-06-27 03:56:43,-41.417944,86.702517,device_24,11829.193462179826,1,3424.5833333333335,0.5361981697113732
24cb3afa-25f3-45b0-bf4f-32cfe819c39d,user_101,2025-07-02 07:57:19,9.59191,100.779365,device_98,credit,2824.22,0,2025-07-01 23:46:49,72.9546065,12.598789,device_22,8928.97066896915,1,490.5,-1.1272452307800858
46f999a6-4198-4151-9362-fee0036c265a,user_101,2025-07-10 17:03:26,81.6573385,4.61472,device_53,debit,4249.49,0,2025-07-07 15:39:23,12.566151,175.786476,device_61,9527.19399391537,1,4404.05,1.0914950640286334
a86d42eb-bdcd-46f6-91c2-0bad2c15c476,user_1010,2025-07-05 13:17:06,-24.6701045,-15.734449,device_88,debit,740.92,0,2025-07-04 19:40:07,-37.075501,-36.408594,device_30,2398.575559271106,1,1056.9833333333333,-0.5306736788095777
0bb0e128-541b-49e8-89a9-7dafda914e9f,user_1010,2025-07-06 00:45:36,-78.7992685,-179.359143,device_41,credit,1800.09,0,2025-07-04 19:40:07,-37.075501,-36.408594,device_30,6906.909937229675,1,1745.4833333333333,-0.2973512494201547
2141c19c-3194-49e1-9db4-b8f5a741b837,user_1010,2025-07-06 01:14:24,-48.989538,-59.037896,device_15,debit,2066.4,0,2025-07-04 19:40:07,-37.075501,-36.408594,device_30,2252.4053567700553,1,1774.2833333333333,-0.2875913569489631
a08886a1-50fe-40fb-9bd8-6f8fb4b6a664,user_1010,2025-07-06 04:31:57,71.087977,-33.75643,device_99,debit,5496.96,0,2025-07-04 19:40:07,-37.075501,-36.408594,device_30,12029.087343231113,1,1971.8333333333333,-0.2206445945293836
f85f8390-8333-4c97-b298-9bb13c1ec237,user_1010,2025-07-10 22:06:16,-23.969592,97.236088,device_26,debit,2753.69,0,2025-07-04 19:40:07,-37.075501,-36.408594,device_30,11671.740036348736,1,8786.15,2.0886261669746133
3caa217d-b1a6-4d45-ad20-552a59e68e3f,user_1010,2025-07-12 02:41:50,-80.834432,58.136292,device_19,credit,8032.98,0,2025-07-12 01:35:00,-29.1993875,86.053586,device_64,5871.991509140559,1,66.83333333333333,-0.8662208152800747
28c02648-1573-42d7-8e31-4dc01c148ea0,user_1010,2025-07-12 07:15:17,-11.535105,-100.139459,device_14,debit,5599.75,0,2025-07-12 01:35:00,-29.1993875,86.053586,device_64,15437.09956960614,1,340.28333333333336,-0.7735526695770425
2ff25073-9bc9-4add-87d9-0323f66cdd14,user_1010,2025-07-15 16:56:32,-40.9570105,144.988812,device_23,credit,6911.78,0,2025-07-12 01:35:00,-29.1993875,86.053586,device_64,5415.609254229886,1,5241.533333333334,0.8874081975905824
cedd3ab0-de42-41cc-a604-19ad287d5be0,user_1011,2025-07-03 19:07:33,17.4685935,114.506378,device_12,debit,8962.42,0,2025-06-27 04:39:36,-1.846021,64.002953,device_53,5933.92265259639,1,9507.95,-0.6875769367933052
58e94127-dd19-41a8-9820-5f6266ddf57b,user_1011,2025-07-04 03:13:37,-23.0981535,-142.325674,device_64,credit,1192.17,0,2025-06-27 04:39:36,-1.846021,64.002953,device_53,16037.422095325248,1,9994.016666666666,-0.4595971535881156
e2c7e258-5f3f-45f9-9bfb-eef02e589a91,user_1011,2025-07-06 12:19:21,69.9020855,29.627503,device_66,debit,3229.38,0,2025-06-27 04:39:36,-1.846021,64.002953,device_53,8376.560247567964,1,13419.75,1.1471740903814216
9cdf141a-43ab-407f-9a27-fc14f67a81d4,user_1012,2025-06-27 07:39:42,64.0356725,63.76056,device_82,debit,3020.64,0,2025-06-25 11:46:43,29.9257225,-60.920339,device_40,8511.815148611062,1,2632.983333333333,-0.7071067712313461
d05e9d4d-dc20-4bac-8d0d-573f40286351,user_1012,2025-06-28 00:24:12,-59.6361115,37.200824,device_40,credit,7952.56,0,2025-06-25 11:46:43,29.9257225,-60.920339,device_40,13287.148445138122,0,3637.483333333333,0.7071067712313461
7f2b2073-7f5c-4dc8-8543-ade6fea3fe05,user_1014,2025-06-21 03:33:28,46.8660055,-23.982478,device_35,credit,4600.49,0,2025-06-20 06:10:15,-66.296282,177.709084,device_84,17508.28036848542,1,1283.2166666666667,-0.5108212359812531
cb9d6906-755e-4784-9bd0-f3285e8230e3,user_1014,2025-07-11 22:17:55,-2.8643715,22.237927,device_96,credit,2306.17,0,2025-06-30 06:19:44,85.538604,-150.271976,device_99,10817.87367357767,1,16798.183333333334,1.1522362679968738
eeb70c50-b41d-42b8-8060-4021f5aeafb7,user_1014,2025-07-14 10:54:47,81.030693,129.30903,device_1,credit,1944.28,0,2025-07-14 09:49:54,80.299113,50.849242,device_63,1310.9800375828027,1,64.88333333333334,-0.641415032015621
c7cd5942-d66a-43cc-ab65-f2b09a9c1e66,user_1015,2025-06-22 13:50:06,-38.021236,-77.56808,device_45,credit,367.85,0,2025-06-19 09:03:30,-85.4601775,-153.312691,device_70,5670.489940096914,1,4606.6,-0.22085919918969096
00ea0d7b-9996-4bdc-8ab0-0daf2ca85666,user_1015,2025-06-27 23:02:16,64.516222,123.981027,device_53,debit,1795.95,0,2025-06-19 09:03:30,-85.4601775,-153.312691,device_70,17077.243756766176,1,12358.766666666666,1.7018104493055561
ac0619fd-7214-4f05-961a-d9175265c6ca,user_1015,2025-07-08 18:29:55,-46.5439445,67.418098,device_58,debit,9929.1,0,2025-07-07 17:07:19,-47.00664,-48.868407,device_41,7910.528093839967,1,1522.6,-0.9857438373716199
a0c5ec1f-480c-4942-adb5-afd9185b2a38,user_1015,2025-07-13 04:53:57,-1.270069,-42.085995,device_82,debit,9633.06,0,2025-07-11 10:03:46,36.4040285,-139.257826,device_60,10732.930821936687,1,2570.1833333333334,-0.7259252903929928
e486753c-6e41-461f-93ca-f742b03e910d,user_1015,2025-07-14 02:50:49,-17.631751,-173.817969,device_15,debit,7370.23,0,2025-07-11 10:03:46,36.4040285,-139.257826,device_60,7020.070369102726,1,3887.05,-0.3993198805787334
73ec8bc2-d8b1-4c69-be24-d488ad21c0ae,user_1015,2025-07-17 00:01:10,3.5156475,-152.40426,device_67,credit,7962.64,0,2025-07-11 10:03:46,36.4040285,-139.257826,device_60,3897.1058427581333,1,8037.4,0.6300377582274818
99dbbf28-adc2-451c-a3bb-0461edf72c74,user_1016,2025-06-29 03:00:33,8.2759045,-128.759884,device_69,debit,4657.52,0,2025-06-28 18:00:58,6.1746875,-167.000005,device_23,4223.265499627227,1,539.5833333333334,-0.6235324156373905
e223a712-e978-46d8-b824-877fb58136e9,user_1016,2025-07-06 10:29:46,85.605983,-29.6468,device_87,debit,5798.4,0,2025-07-05 17:45:50,34.3969025,-78.647231,device_87,5869.992748974836,0,1003.9333333333333,-0.529902070634462
33e78244-39e6-47c9-9b83-1d6d1edf56fe,user_1016,2025-07-12 05:38:06,34.1851865,96.387167,device_70,credit,1775.75,0,2025-07-05 17:45:50,34.3969025,-78.647231,device_87,12371.583699765404,1,9352.266666666666,1.1534344862718529
a17b3362-76a5-4a87-9053-bbd94ed68e65,user_1017,2025-06-20 22:20:48,9.9435765,-54.357697,device_37,debit,9438.49,0,2025-06-18 18:08:32,-82.638591,-30.202267,device_62,10365.160587139793,1,3132.266666666667,-0.9803295825317959
05f172b5-14cc-497d-bf83-727cc450ec3b,user_1017,2025-06-27 13:44:00,39.3798685,-164.065806,device_13,credit,614.82,0,2025-06-18 18:08:32,-82.638591,-30.202267,device_62,14928.507496362354,1,12695.466666666667,1.2453700483817536
190641ae-5d77-4506-81ea-9373ce002a01,user_1017,2025-06-27 23:41:25,73.092858,47.842018,device_19,credit,7033.57,0,2025-06-18 18:08:32,-82.638591,-30.202267,device_62,17818.91495400103,1,13292.883333333333,1.3844103334852338
98aa8ab9-ff6a-464d-8d6a-05df44175eb3,user_1017,2025-06-30 06:00:46,-70.2654625,-147.671413,device_60,credit,6148.48,0,2025-06-28 00:58:35,-57.687081,-78.093047,device_43,3430.7297375440776,1,3182.1833333333334,-0.9687121839020031
a9ee7afa-c458-4439-b080-5cd2bacf09e0,user_1017,2025-07-01 02:22:49,-35.345506,147.411683,device_38,credit,6514.93,0,2025-06-28 00:58:35,-57.687081,-78.093047,device_43,8832.854564324049,1,4404.233333333334,-0.6842973192167614
1bdb6056-19af-426a-9f0f-ad35134036a5,user_1017,2025-07-04 11:12:43,17.0450645,30.877198,device_57,debit,3207.06,0,2025-06-28 00:58:35,-57.687081,-78.093047,device_43,12726.02729484175,1,9254.133333333333,0.44444835586768966
8e092222-a728-4c3a-a3ae-75787b8a7e3b,user_1017,2025-07-08 08:29:43,82.2358555,148.610199,device_45,debit,1113.91,0,2025-07-06 11:37:06,-10.3431725,-129.528421,device_50,11025.386066182984,1,2692.616666666667,-1.0826519058891597
ed876b68-4cea-4c73-a33e-576a7e67dfd5,user_1017,2025-07-10 22:08:16,89.817905,-117.879389,device_82,credit,9171.53,0,2025-07-06 11:37:06,-10.3431725,-129.528421,device_50,11137.820479969878,1,6391.166666666667,-0.2218666697845809
f312b7f7-09df-42b2-860e-86b16075c72e,user_1017,2025-07-14 03:52:20,55.0020845,-80.902689,device_71,debit,2438.15,0,2025-07-06 11:37:06,-10.3431725,-129.528421,device_50,8556.049890984033,1,11055.233333333334,0.8636289235896232
4c158d70-af10-46a2-8b67-ee028669c5bc,user_1018,2025-06-20 00:45:08,15.169494,162.479608,device_95,debit,6838.94,0,2025-06-18 17:33:06,32.5527155,44.911616,device_54,11523.450713502652,1,1872.0333333333333,-0.9752158707209103
e0fe7398-a76a-436c-b983-b95f50e2abb8,user_1018,2025-06-22 08:23:12,-27.6231255,177.978121,device_83,credit,9276.78,0,2025-06-18 17:33:06,32.5527155,44.911616,device_54,15502.269205581395,1,5210.1,-0.08180445310533553
d6ee67a4-6e01-4e95-bb35-d3c7c9dd2a84,user_1018,2025-06-23 10:48:25,45.940714,144.385892,device_32,credit,4153.66,0,2025-06-18 17:33:06,32.5527155,44.911616,device_54,8131.768865450118,1,6795.316666666667,0.342468280431393
e9e79841-5c82-453e-bf45-1d5df24e5c2b,user_1018,2025-06-27 03:27:43,-55.0102985,163.388673,device_23,credit,8467.89,0,2025-06-18 17:33:06,32.5527155,44.911616,device_54,14696.194596380668,1,12114.616666666667,1.7661436674985156
9c10ea4c-0b8b-436a-aa8d-41f00ef76e5a,user_1018,2025-07-02 04:47:00,-38.502745,133.641298,device_24,credit,2273.76,0,2025-06-28 19:27:27,-31.6861295,-110.802833,device_4,9754.351628046974,1,4879.55,-0.1702739696197336
893e619f-c339-41a5-8ba4-ad7b81d37325,user_1018,2025-07-06 05:06:47,70.803569,25.002504,device_91,credit,6172.36,0,2025-07-04 16:03:55,24.791903,-107.656555,device_50,8765.425113794416,1,2222.866666666667,-0.8813176544839276
4fb3d9b4-98ef-4e56-8da9-56f3189f9924,user_1019,2025-07-05 08:39:58,2.0254685,157.784332,device_80,credit,4538.28,0,2025-06-29 12:29:24,-15.677198,147.191092,device_89,2287.1888660993777,1,8410.566666666668,0.44724855726021656
ea9d6179-9258-4a90-8761-508ad6662ca0,user_1019,2025-07-05 19:51:02,79.3531275,-27.836854,device_1,debit,9951.0,0,2025-06-29 12:29:24,-15.677198,147.191092,device_89,12929.889512591428,1,9081.633333333333,0.5741429584198345
4b0d5336-302d-464d-8270-a3a1678a089f,user_1019,2025-07-07 18:19:55,-9.191558,-167.211349,device_53,debit,8641.83,0,2025-06-29 12:29:24,-15.677198,147.191092,device_89,4994.1118199879365,1,11870.516666666666,1.1015029035132773
f24f7fab-618b-4f3e-bf15-5d54ae350f05,user_1019,2025-07-15 07:39:29,-34.065408,67.126465,device_10,credit,9501.37,0,2025-07-15 04:14:19,-53.250961,-165.070341,device_60,9080.37781385405,1,205.16666666666666,-1.1043399375864913
6c19541f-5eee-403b-ab0e-ca8d294a2a8f,user_1019,2025-07-15 15:13:09,60.3169465,112.202844,device_41,credit,2860.79,0,2025-07-15 04:14:19,-53.250961,-165.070341,device_60,14588.107182820295,1,658.8333333333334,-1.018554481606837
5ffa444d-4709-4045-bbc3-8933fa88ac65,user_102,2025-06-20 16:55:29,29.8337235,3.076808,device_32,credit,8542.56,0,2025-06-19 19:39:20,-75.276417,36.043014,device_64,11923.200208751921,1,1276.15,-1.0712048640347611
